EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
1761,Sales,Sales Executive,No,Travel_Rarely,8161,1,3,1,3,Yes,1,0.831755966494007,1,Critical,Priority 1 - executive review,Low environment satisfaction; Early tenure
1409,Research & Development,Laboratory Technician,No,Travel_Rarely,2950,5,1,3,1,No,0,0.8312264887508961,1,Critical,Priority 1 - executive review,Low job satisfaction; Low work-life balance; No stock option
120,Sales,Sales Executive,Yes,Travel_Rarely,5441,10,4,3,1,No,0,0.830917529621966,1,Critical,Priority 1 - executive review,Works overtime; Low work-life balance; No stock option
282,Research & Development,Healthcare Representative,Yes,Travel_Rarely,6673,1,1,2,3,Yes,1,0.8293801978940905,1,Critical,Priority 1 - executive review,Works overtime; Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
1611,Research & Development,Laboratory Technician,Yes,Travel_Rarely,5769,10,1,3,3,No,0,0.8287186203912913,1,Critical,Priority 1 - executive review,Works overtime; Low job satisfaction; No stock option
1747,Human Resources,Human Resources,No,Travel_Frequently,2180,4,4,3,2,Yes,1,0.8264819127902052,1,Critical,Priority 1 - executive review,Frequent business travel; Low work-life balance
390,Research & Development,Healthcare Representative,Yes,Travel_Frequently,4741,5,1,1,3,No,0,0.8258832169650157,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low job satisfaction; Low environment satisfaction
1535,Sales,Sales Executive,Yes,Travel_Rarely,7083,10,3,4,3,No,0,0.8236173441628921,2,Critical,Priority 2 - targeted HR review,Works overtime; Long promotion gap; No stock option
1350,Research & Development,Research Scientist,Yes,Travel_Frequently,4249,9,3,3,3,No,0,0.8230327319618813,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; No stock option
1667,Sales,Sales Executive,Yes,Travel_Frequently,4581,11,4,4,4,Yes,1,0.8220976842007109,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Long promotion gap; No stock option
1219,Research & Development,Laboratory Technician,No,Travel_Rarely,2210,1,2,4,1,Yes,1,0.8216813306099431,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low work-life balance; Early tenure
669,Sales,Sales Representative,No,Travel_Rarely,3447,3,3,3,3,No,0,0.8174693259192722,2,Critical,Priority 2 - targeted HR review,No stock option
1203,Research & Development,Research Scientist,Yes,Travel_Frequently,2853,0,4,3,3,Yes,1,0.8151290308413973,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Early tenure
723,Sales,Sales Executive,Yes,Travel_Frequently,6796,4,3,2,3,Yes,1,0.8145969371197503,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low environment satisfaction
1282,Sales,Manager,Yes,Travel_Frequently,19847,29,2,4,2,No,0,0.8133277372848868,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low job satisfaction; Low work-life balance; Long promotion gap
502,Sales,Sales Executive,Yes,Non-Travel,5304,5,4,1,2,Yes,1,0.8091369759332936,2,Critical,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Low work-life balance; No stock option
1733,Sales,Sales Executive,Yes,Travel_Rarely,6134,2,1,2,3,Yes,1,0.8084082184050472,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low environment satisfaction; Early tenure
1650,Sales,Sales Executive,No,Travel_Rarely,5869,5,3,3,3,No,0,0.8064342848317796,2,Critical,Priority 2 - targeted HR review,No stock option
1458,Research & Development,Laboratory Technician,Yes,Non-Travel,3646,1,1,1,4,Yes,1,0.8060756162144107,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
645,Sales,Sales Representative,No,Travel_Rarely,2096,7,3,2,3,No,0,0.8042274319942908,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; No stock option
1421,Research & Development,Healthcare Representative,Yes,Travel_Frequently,7553,8,4,3,3,Yes,1,0.804066826030616,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Long promotion gap; No stock option
1541,Sales,Sales Representative,Yes,Travel_Rarely,2308,11,3,2,3,No,0,0.8037762053052969,2,Critical,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Long promotion gap
161,Research & Development,Research Scientist,Yes,Travel_Rarely,4963,5,2,2,3,Yes,1,0.7997333247844148,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low environment satisfaction; Long promotion gap
1193,Research & Development,Research Scientist,No,Travel_Rarely,2552,1,1,3,3,No,0,0.7993341640532123,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Early tenure; No stock option
492,Sales,Sales Executive,Yes,Travel_Rarely,6380,6,3,3,3,Yes,1,0.796704647284315,2,Critical,Priority 2 - targeted HR review,Works overtime
62,Sales,Sales Executive,Yes,Travel_Frequently,5772,9,4,1,3,No,0,0.7928296971914283,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low environment satisfaction; No stock option
885,Sales,Sales Executive,No,Travel_Rarely,4256,5,1,3,4,No,0,0.7925365734059928,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; No stock option
941,Sales,Sales Representative,No,Travel_Rarely,2329,7,3,2,4,No,0,0.7875962482873182,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Long promotion gap; No stock option
1950,Sales,Sales Executive,No,Travel_Rarely,9888,14,4,1,2,No,0,0.7855299296704816,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Low work-life balance; No stock option
618,Sales,Sales Executive,No,Travel_Rarely,4306,0,3,1,3,No,0,0.7843724621291441,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Early tenure
1797,Sales,Sales Executive,Yes,Travel_Rarely,5813,10,4,3,3,Yes,1,0.782511791374378,2,Critical,Priority 2 - targeted HR review,Works overtime; Long promotion gap; No stock option
593,Research & Development,Laboratory Technician,No,Travel_Frequently,3894,2,3,3,3,Yes,1,0.7808353487647645,2,Critical,Priority 2 - targeted HR review,Frequent business travel; Early tenure; No stock option
666,Sales,Sales Representative,Yes,Travel_Rarely,2579,8,3,3,3,No,0,0.7804964447857594,2,Critical,Priority 2 - targeted HR review,Works overtime
144,Research & Development,Laboratory Technician,No,Travel_Rarely,2871,0,4,2,3,No,0,0.7798868817153509,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Early tenure; No stock option
773,Research & Development,Research Scientist,Yes,Travel_Rarely,3057,1,3,4,1,No,0,0.7794953965835426,2,Critical,Priority 2 - targeted HR review,Works overtime; Low work-life balance; Early tenure
1960,Research & Development,Laboratory Technician,No,Travel_Rarely,2367,4,4,3,2,Yes,1,0.7788660288968169,2,Critical,Priority 2 - targeted HR review,Low work-life balance
1674,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2587,2,1,4,2,No,0,0.7788160903033382,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low work-life balance; Early tenure
1297,Research & Development,Laboratory Technician,No,Travel_Frequently,2838,7,3,2,2,No,0,0.7780765469884099,2,Critical,Priority 2 - targeted HR review,Frequent business travel; Low environment satisfaction; Low work-life balance; Long promotion gap; No stock option
328,Research & Development,Laboratory Technician,No,Travel_Rarely,2707,9,1,1,4,Yes,1,0.7769161461552903,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; No stock option
1070,Sales,Sales Executive,No,Travel_Rarely,10686,9,3,3,3,No,0,0.7741942907879591,2,Critical,Priority 2 - targeted HR review,Long promotion gap
846,Sales,Sales Executive,Yes,Travel_Rarely,4779,8,2,2,3,No,0,0.7737891938131415,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low environment satisfaction; Long promotion gap; No stock option
854,Research & Development,Research Scientist,No,Travel_Rarely,3424,4,1,1,2,No,0,0.7723461728429575,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; Low work-life balance; No stock option
749,Sales,Sales Representative,No,Travel_Rarely,2642,1,3,3,3,No,0,0.7699377660307061,2,Critical,Priority 2 - targeted HR review,Early tenure; No stock option
1856,Research & Development,Laboratory Technician,No,Travel_Rarely,2105,2,3,2,3,No,0,0.7695743909361997,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Early tenure; No stock option
881,Research & Development,Research Scientist,Yes,Travel_Frequently,2022,10,2,4,2,Yes,1,0.7693859576206536,2,Critical,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low job satisfaction; Low work-life balance; Long promotion gap
424,Human Resources,Human Resources,No,Travel_Rarely,6410,2,1,1,3,No,0,0.7620875016346481,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
732,Sales,Sales Executive,No,Travel_Rarely,5405,2,1,1,3,No,0,0.7618450177414268,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
2003,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2660,2,3,4,3,No,0,0.7593856069694388,2,Critical,Priority 2 - targeted HR review,Works overtime; Early tenure
75,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4014,2,1,3,3,No,0,0.7583498240185889,2,Critical,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Early tenure
484,Sales,Sales Representative,No,Non-Travel,2610,3,4,1,2,No,0,0.7545217823545369,2,Critical,Priority 2 - targeted HR review,Low environment satisfaction; Low work-life balance; No stock option
1975,Sales,Sales Executive,No,Travel_Rarely,13341,20,1,2,3,No,0,0.7504209138242695,2,Critical,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; Long promotion gap; No stock option
819,Sales,Sales Executive,No,Travel_Rarely,5324,3,1,1,3,Yes,1,0.7484805919083036,2,High,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction; No stock option
1244,Research & Development,Research Scientist,Yes,Travel_Rarely,2235,9,1,1,2,No,0,0.7484349367149287,2,High,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
1704,Research & Development,Research Scientist,Yes,Travel_Frequently,4930,5,4,1,4,No,0,0.7401649931269407,2,High,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Low environment satisfaction; No stock option
1905,Research & Development,Research Scientist,Yes,Non-Travel,2307,5,1,4,3,Yes,1,0.7396981535731192,2,High,Priority 2 - targeted HR review,Works overtime; Low job satisfaction
1399,Sales,Sales Executive,No,Travel_Rarely,6232,3,3,1,2,No,0,0.7388867443320499,2,High,Priority 2 - targeted HR review,Low environment satisfaction; Low work-life balance; No stock option
584,Research & Development,Laboratory Technician,No,Travel_Rarely,3408,4,4,1,3,Yes,1,0.7354130425016882,2,High,Priority 2 - targeted HR review,Low environment satisfaction
27,Sales,Sales Representative,No,Travel_Rarely,3407,5,1,3,3,Yes,1,0.733757033483364,2,High,Priority 2 - targeted HR review,Low job satisfaction; No stock option
1299,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3339,7,3,2,3,Yes,1,0.7335109238336812,2,High,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Long promotion gap
1156,Research & Development,Laboratory Technician,No,Non-Travel,1904,0,3,3,3,Yes,1,0.7317044262418062,2,High,Priority 2 - targeted HR review,Early tenure; No stock option
45,Research & Development,Research Scientist,Yes,Travel_Rarely,2293,2,4,2,2,Yes,1,0.7303056731429421,2,High,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Low work-life balance; Early tenure
1481,Sales,Sales Executive,No,Travel_Frequently,4768,1,3,1,2,No,0,0.7298840651682411,2,High,Priority 2 - targeted HR review,Frequent business travel; Low environment satisfaction; Low work-life balance; Early tenure
1692,Research & Development,Laboratory Technician,No,Travel_Rarely,1393,1,2,4,3,Yes,1,0.7294609065469836,2,High,Priority 2 - targeted HR review,Low job satisfaction; Early tenure; No stock option
1391,Sales,Sales Executive,No,Travel_Frequently,10596,4,2,2,3,No,0,0.7285042794419135,2,High,Priority 2 - targeted HR review,Frequent business travel; Low job satisfaction; Low environment satisfaction; No stock option
434,Research & Development,Research Scientist,Yes,Travel_Rarely,2478,4,2,3,2,No,0,0.728222538886602,2,High,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Low work-life balance; No stock option
922,Sales,Sales Representative,No,Travel_Rarely,2044,2,3,3,2,Yes,1,0.7277637706951842,2,High,Priority 2 - targeted HR review,Low work-life balance; Early tenure; No stock option
329,Sales,Manager,Yes,Non-Travel,19068,33,3,1,4,No,0,0.7265125817709316,2,High,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Long promotion gap; No stock option
1131,Research & Development,Research Scientist,Yes,Travel_Rarely,2070,2,2,4,4,No,0,0.723908324805879,2,High,Priority 2 - targeted HR review,Works overtime; Low job satisfaction; Early tenure; No stock option
1226,Sales,Sales Representative,No,Travel_Rarely,2678,2,4,3,3,No,0,0.7229946730037169,2,High,Priority 2 - targeted HR review,Early tenure; No stock option
1933,Sales,Sales Executive,Yes,Travel_Rarely,9854,2,3,4,3,Yes,1,0.7202565857743568,2,High,Priority 2 - targeted HR review,Works overtime; Early tenure; No stock option
1113,Sales,Sales Executive,Yes,Travel_Frequently,4728,0,3,4,3,Yes,1,0.7196422996001872,2,High,Priority 2 - targeted HR review,Works overtime; Frequent business travel; Early tenure; No stock option
1083,Research & Development,Laboratory Technician,No,Travel_Rarely,3955,5,1,1,3,No,0,0.7184078059051827,2,High,Priority 2 - targeted HR review,Low job satisfaction; Low environment satisfaction
1,Sales,Sales Executive,Yes,Travel_Rarely,5993,6,4,2,1,Yes,1,0.7182560981806718,2,High,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Low work-life balance; No stock option
1014,Research & Development,Healthcare Representative,Yes,Travel_Rarely,10388,16,3,3,2,No,0,0.7180585139539818,2,High,Priority 2 - targeted HR review,Works overtime; Low work-life balance; Long promotion gap
1055,Sales,Sales Representative,Yes,Travel_Rarely,2220,1,3,3,3,No,0,0.7178936558798348,2,High,Priority 2 - targeted HR review,Works overtime; Early tenure
1549,Research & Development,Laboratory Technician,Yes,Travel_Rarely,5207,15,3,2,3,No,0,0.7177159258854247,2,High,Priority 2 - targeted HR review,Works overtime; Low environment satisfaction; Long promotion gap
